beneficiary_id,full_name_beneficiary,father_or_husband_name,gender_beneficiary,date_of_birth_beneficiary,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean_beneficiary,status_clean,date_of_birth_clean_beneficiary,dob_parse_failed_beneficiary,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing_beneficiary,is_duplicate_row,data_quality_flags_beneficiary,national_id_no,full_name_national,gender_national,date_of_birth_national,address,id_issue_date,id_status,linked_beneficiary_id,gender_clean_national,date_of_birth_clean_national,dob_parse_failed_national,id_issue_date_clean,issue_date_parse_failed,address_missing_national,id_status_missing,no_linked_beneficiary,data_quality_flags_national,cnic_mismatch_flag
BEN-000053,Emily Hall,Alan Johnson,Female,1982-08-28,68495-6747050-2,0333-0112220,Single,6,8000.0,15237 Jackson Station,Gwadar,Balochistan,PK2420590636974846,Elderly Pension Program,2021-04-22,In-Person Center,Active,Female,Active,1982-08-28,False,2021-04-22,False,8000.0,False,False,False,False,,68495-6747050-2,Emily Hall,Female,1982-08-28,"Balochistan, Gwadar, 15237 Jackson Station",2018-05-28,Expired,BEN-000053,Female,1982-08-28,False,2018-05-28,False,False,False,False,,False
BEN-000054,Sheila  Moore,Steven Davidson,F,1957-01-24,24752-2548383-8,0300-3074741,Married,1,20000.0,,Peshawar,Khyber Pakhtunkhwa,PK1911747422382517,Disability Support Program,2021-06-20,In-Person Center,Suspended,Female,Suspended,1957-01-24,False,2021-06-20,False,20000.0,False,False,True,False,address_missing,24752-2548383-8,Sheila moore,Female,1957-01-24,"Khyber Pakhtunkhwa, Peshawar, 7827 Hicks Lane Apt. 282",2020-10-04,Active,BEN-000054,Female,1957-01-24,False,2020-10-04,False,False,False,False,,False
BEN-000055,Stephen Wise,Thomas Johnson,Male,1960-06-09,02303-1036711-3,0345-4997050,Divorced,6,8000.0,61963 Alison Cliff Suite 221,Quetta,Balochistan,PK2471141578299995,Disability Support Program,2024-04-11,Online Portal,Active,Male,Active,1960-06-09,False,2024-04-11,False,8000.0,False,False,False,False,,02303-1036711-3,Stephen Wise,Male,1960-06-07,"Balochistan, Quetta, 61963 Alison Cliff Suite 221",2025-08-08,Active,BEN-000055,Male,1960-06-07,False,2025-08-08,False,False,False,False,,False
BEN-000056,Gregory Castillo,Daniel Jordan,Male,2006-09-29,57535-7970836-9,0302-3794886,Married,7,,37228 Stephen Viaduct,Sibi,Balochistan,PK1775830068763711,Widow & Orphan Support Program,2019-05-04,In-Person Center,Active,Male,Active,2006-09-29,False,2019-05-04,False,,True,False,False,False,income_flag,57535-7970836-9,Gregory Castillo,Male,2006-09-29,"Balochistan, Sibi, 37228 Stephen Viaduct",2020-09-21,Active,BEN-000056,Male,2006-09-29,False,2020-09-21,False,False,False,False,,False
BEN-000057,NICOLAS WILSON,Justin Holt,Male,1947-11-10,25351-6463374-9,0301-3286912,Single,8,20000.0,462 Robin River,Peshawar,Khyber Pakhtunkhwa,PK8025842356122090,Widow & Orphan Support Program,2022-03-04,In-Person Center,Inactive,Male,Inactive,1947-11-10,False,2022-03-04,False,20000.0,False,False,False,False,,25351-6463374-9,Nicolas WIlson,Male,1947-11-10,"Khyber Pakhtunkhwa, Peshawar, 462 Robin River",2019-02-14,,BEN-000057,Male,1947-11-10,False,2019-02-14,False,False,True,False,id_status_missing,False
BEN-000058,Sherry  Ayala,Anthony Morales,Female,1982-05-20,01344-9162214-8,0301-0161053,Widowed,5,25000.0,35292 Allen Square,Sibi,Balochistan,PK9752782951224831,Cash Transfer Program,2020-12-12,NGO Referral,Active,Female,Active,1982-05-20,False,2020-12-12,False,25000.0,False,False,False,False,,01344-9162214-8,Sherry Ayala,Female,20-05-1982,"Balochistan, Sibi, 35292 Allen Square",2020-05-07,Active,BEN-000058,Female,1982-05-20,False,2020-05-07,False,False,False,False,,False
BEN-000059,Christopher Johnson,Mr. Derek Acosta,Male,1970-06-20,84693-2107682-4,0310-4429360,Widowed,6,12000.0,03040 Landry Harbor,Mardan,Khyber Pakhtunkhwa,PK2835855886815737,Cash Transfer Program,2021-10-21,In-Person Center,Active,Male,Active,1970-06-20,False,2021-10-21,False,12000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000060,Caroline Smith,Christopher Keller,Female,1951-09-26,03206-1270054-6,0301-6469872,Widowed,2,15000.0,582 Kelly Mews,Larkana,Sindh,PK7290050068255065,Elderly Pension Program,2025-03-21,Mobile Registration Van,Active,Female,Active,1951-09-26,False,2025-03-21,False,15000.0,False,False,False,False,,03206-1270054-6,Caroline mSith,Female,1951-09-26,"Sindh, Larkana, 582 Kelly Mews",2012-09-26,Expired,BEN-000060,Female,1951-09-26,False,2012-09-26,False,False,False,False,,False
BEN-000061,Isaac Burgess,Richard Gonzalez,Male,1978-06-11,29743-4460629-5,0300-4373855,Widowed,6,0.0,,Quetta  ,Balochistan,PK3296746475277304,Flood Relief Assistance,2022-10-23,Online Portal,Active,Male,Active,1978-06-11,False,2022-10-23,False,0.0,False,False,True,False,address_missing,,,,,,,,,,,,,,,,,,False
BEN-000062,Jesse Thompson,Charles Watson,Male,26/04/1975,47469-9259029-6,0320-0450724,Widowed,4,25000.0,18584 Courtney Spring Apt. 774,Faisalabad,Punjab,PK0135394867070978,Flood Relief Assistance,2019-02-22,Mobile Registration Van,Active,Male,Active,1975-04-26,False,2019-02-22,False,25000.0,False,False,False,False,,47469-9259029-6,  Jesse Thompson,Male,1975-04-26,"Punjab, Faisalabad, 18584 Courtney Spring Apt. 774",2018-01-07,Active,BEN-000062,Male,1975-04-26,False,2018-01-07,False,False,False,False,,False
BEN-000063,Derek Mercado,Roger Mcgrath,Male,1975-08-02,86458-3774800-7,0303-6575320,Married,3,15000.0,331 Yvonne Ville,Larkana,Sindh,PK0522103957965233,Widow & Orphan Support Program,2025-11-05,Mobile Registration Van,Active,Male,Active,1975-08-02,False,2025-11-05,False,15000.0,False,False,False,False,,86458-3774800-7,Derek Mercado,Male,1975-08-02,"Sindh, Larkana, 331 Yvonne Ville",2014-12-15,Expired,BEN-000063,Male,1975-08-02,False,2014-12-15,False,False,False,False,,False
BEN-000064,Frank Solis,Donald Bender,Male,1967-07-17,86191-1452772-4,0301-6009488,Widowed,3,20000.0,7911 Moore Common Apt. 115,Sibi,Balochistan,PK4561895196179315,Flood Relief Assistance,2021-11-19,Mobile Registration Van,Inactive,Male,Inactive,1967-07-17,False,2021-11-19,False,20000.0,False,False,False,False,,86191-1452772-4,Frank Solis,Male,1967-07-17,"Balochistan, Sibi, 7911 Moore Common Apt. 115",2018-04-27,Active,BEN-000064,Male,1967-07-17,False,2018-04-27,False,False,False,False,,False
BEN-000065,Todd Hill MD,Edward Gilbert,Male,1968-01-11,55550-2343614-1,0300-7268520,Single,8,20000.0,610 Christopher Fall,Mardan,Khyber Pakhtunkhwa,PK0086938222601662,Widow & Orphan Support Program,2024-06-22,Online Portal,suspended,Male,Suspended,1968-01-11,False,2024-06-22,False,20000.0,False,False,False,False,,55550-2343614-1,Todd Hill MD,Male,1968-01-11,"610 Christopher Fall, Mardan, Khyber Pakhtunkhwa",2022-06-01,Active,BEN-000065,Male,1968-01-11,False,2022-06-01,False,False,False,False,,False
BEN-000066,Jeff Morales,Steven Wade,male,14/08/1946,77380-4675065-9,0345-3780441,Widowed,6,0.0,26976 Aaron Drive Apt. 053,  Sibi,Balochistan,PK3926882816933131,Cash Transfer Program,2024-07-23,NGO Referral,Active,Male,Active,1946-08-14,False,2024-07-23,False,0.0,False,False,False,False,,77380-4675065-9,Jeff Morales,Male,1946-08-15,"26976 Aaron Drive Apt. 053, Sibi",2013-01-16,Active,BEN-000066,Male,1946-08-15,False,2013-01-16,False,False,False,False,,False
BEN-000067,Dr. Rodney Hopkins  ,Raymond Jackson,Male,11/07/1976,74129-4408443-2,0303-7129624,Widowed,8,8000.0,2527 Taylor Ways,GUJRANWALA,Punjab,PK2017841429352006,Widow & Orphan Support Program,2024-02-02,Mobile Registration Van,Active,Male,Active,1976-07-11,False,2024-02-02,False,8000.0,False,False,False,False,,74129-4408443-2,Dr. Roney Hopkins,Male,1976-07-11,"Punjab, Gujranwala, 2527 Taylor Ways",2018-10-22,Expired,BEN-000067,Male,1976-07-11,False,2018-10-22,False,False,False,False,,False
BEN-000068,Breanna Wilson,Brian Harris,Female,1966-12-22,07595-3793030-9,0303-1238871,Widowed,4,12000.0,775 Martinez Brook,Quetta,Balochistan,PK6207198348670251,Elderly Pension Program,2021-02-15,NGO Referral,Active,Female,Active,1966-12-22,False,2021-02-15,False,12000.0,False,False,False,False,,07595-3793030-9,Breanna Wilson,Female,1966-12-22,"775 Martinez Brook, Quetta",2013-02-13,Active,BEN-000068,Female,1966-12-22,False,2013-02-13,False,False,False,False,,False
BEN-000069,Thomas Cobb,Timothy Vaughan,Male,1953-06-12,60526-0462546-2,0333-9455685,Married,9,25000.0,89283 Rebecca Mountains Suite 669,Lahore,Punjab,PK5097318922863956,Widow & Orphan Support Program,2025-03-02,Mobile Registration Van,Active,Male,Active,1953-06-12,False,2025-03-02,False,25000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000070,Sara Herman,Matthew Arias,Female,15/05/1990,15954-5550255-2,0303-1397603,Married,6,0.0,006 Nancy Canyon,Gujranwala,Punjab,PK8281813226407470,Elderly Pension Program,2019-01-02,Online Portal,Active,Female,Active,1990-05-15,False,2019-01-02,False,0.0,False,False,False,False,,15954-5550255-2,Sara Herman,Female,15-05-1990,"006 Nancy Canyon, Gujranwala",2017-10-04,Expired,BEN-000070,Female,1990-05-15,False,2017-10-04,False,False,False,False,,False
BEN-000071,Thomas Santiago,Daniel Patterson,Male,1994-07-17,99964-5636524-4,0333-6573927,Divorced,5,0.0,971 Erica Summit,rawalpindi,Punjab,PK5723785944489466,Elderly Pension Program,2023-12-03,Mobile Registration Van,Suspended,Male,Suspended,1994-07-17,False,2023-12-03,False,0.0,False,False,False,False,,99964-5636524-4,Thomas Santiago,Male,17-07-1994,"Punjab, Rawalpindi, 971 Erica Summit",2015-08-17,Active,BEN-000071,Male,1994-07-17,False,2015-08-17,False,False,False,False,,False
BEN-000072,Andrea Torres,Roger Sweeney,Female,1968-02-24,72745-8092812-2,0302-0239265,Married,5,5000.0,77534 David Crossing Suite 783,Rawalpindi,Punjab,PK5782944516419597,Flood Relief Assistance,2020-08-12,In-Person Center,Suspended,Female,Suspended,1968-02-24,False,2020-08-12,False,5000.0,False,False,False,False,,72745-8092812-2,Andrea Torres,Female,24-02-1968,"77534 David Crossing Suite 783, Rawalpindi, Punjab",2020-03-20,Active,BEN-000072,Female,1968-02-24,False,2020-03-20,False,False,False,False,,False
BEN-000073,Kaitlyn Crawford,Jacob Powell,Female,1970-10-25,06050-9796728-6,0301-4217452,Single,3,5000.0,97936 Pamela Roads Apt. 792,Bahawalpur,Punjab,PK8611475751436992,Widow & Orphan Support Program,2021-12-02,In-Person Center,ACTIVE,Female,Active,1970-10-25,False,2021-12-02,False,5000.0,False,False,False,False,,06050-9796728-6,Kaitlyn Crawford,Female,25-10-1970,"97936 Pamela Roads Apt. 792, Bahawalpur, Punjab",2018-09-26,Active,BEN-000073,Female,1970-10-25,False,2018-09-26,False,False,False,False,,False
BEN-000074,Joanna Gonzalez,James Robinson,Female,1989-06-25,75651-8915407-8,0300-3709739,Married,3,5000.0,5277 Rivers Plain Apt. 428,Bahawalpur,Punjab,PK4770226390469227,Widow & Orphan Support Program,2019-11-02,In-Person Center,Actve,Female,Active,1989-06-25,False,2019-11-02,False,5000.0,False,False,False,False,,75651-8915407-8,Joanna Gonzalez,Female,1989-06-26,"5277 Rivers Plain Apt. 428, Bahawalpur, Punjab",2013-12-17,Active,BEN-000074,Female,1989-06-26,False,2013-12-17,False,False,False,False,,False
BEN-000075,Tammy Rose  ,Jacob Thompson,Female,1950-09-23,66969-4501246-7,0301-9706105,Married,2,,4181 Selena Fork Apt. 939,Gujranwala,Punjab,PK6542823978879080,Cash Transfer Program,2022-06-23,Mobile Registration Van,Active,Female,Active,1950-09-23,False,2022-06-23,False,,True,False,False,False,income_flag,66969-4501246-7,Tammy Rose,Female,1950-09-23,"4181 Selena Fork Apt. 939, Gujranwala, Punjab",2016-01-27,Active,BEN-000075,Female,1950-09-23,False,2016-01-27,False,False,False,False,,False
BEN-000076,Brian Koch,Kevin Preston,Male,1955-01-24,44827-1417430-5,0345-6459382,Single,7,8000.0,07135 Susan Ford,Bahawalpur,Punjab,PK4461359737365484,Cash Transfer Program,2022-09-26,Mobile Registration Van,Suspended,Male,Suspended,1955-01-24,False,2022-09-26,False,8000.0,False,False,False,False,,44827-1417430-5,Brian Koch,Male,1955-01-24,"07135 Susan Ford, Bahawalpur",2016-01-15,Active,BEN-000076,Male,1955-01-24,False,2016-01-15,False,False,False,False,,False
BEN-000077,Theodore Pearson,Richard Brooks,male,1984-07-19,22378-6053745-6,0333-2152931,Married,7,25000.0,650 Travis Streets,Gwadar,Balochistan,PK2621950716265111,Flood Relief Assistance,2022-11-27,Online Portal,Inactive,Male,Inactive,1984-07-19,False,2022-11-27,False,25000.0,False,False,False,False,,22378-6053745-6,Theodore Pearson,Male,1984-07-19,"650 Travis Streets, Gwadar, Balochistan",2014-07-17,Expired,BEN-000077,Male,1984-07-19,False,2014-07-17,False,False,False,False,,False
BEN-000078,Jennifer Garcia,Bill Brown,Female,1979-10-12,27050-7420737-9,0302-7683405,Widowed,1,15000.0,605 Ariel Trace,Hyderabad,Sindh,PK9583555611298181,Cash Transfer Program,2020-01-10,NGO Referral,Suspended,Female,Suspended,1979-10-12,False,2020-01-10,False,15000.0,False,False,False,False,,27050-7400737-9,Jennifer Garcia,Female,1979-10-12,"605 Ariel Trace, Hyderabad",2012-09-23,Active,BEN-000078,Female,1979-10-12,False,2012-09-23,False,False,False,False,,True
BEN-000079,Jamie Murray,Michael Carson,Female,2006-11-29,09105-0370077-0,0320-3694318,Divorced,2,15000.0,731 Christopher Lodge Apt. 021,Hyderabad,Sindh,PK1866694153221060,Cash Transfer Program,2025-06-11,Online Portal,suspended,Female,Suspended,2006-11-29,False,2025-06-11,False,15000.0,False,False,False,False,,09105-0370077-0,Jamie uMrray,Female,2006-11-29,"Sindh, Hyderabad, 731 Christopher Lodge Apt. 021",2024-07-03,Active,BEN-000079,Female,2006-11-29,False,2024-07-03,False,False,False,False,,False
BEN-000080,Diana Smith,Richard Pope II,Female,1989-08-31,09036-3349455-7,0303-1545228,Single,7,0.0,727 Mary Wall,sibi,Balochistan,PK5045190383052340,Disability Support Program,2024-06-28,NGO Referral,Active,Female,Active,1989-08-31,False,2024-06-28,False,0.0,False,False,False,False,,09036-3349455-7,Diana Smith,Female,1989-08-31,"Balochistan, Sibi, 727 Mary Wall",2021-11-28,Active,BEN-000080,Female,1989-08-31,False,2021-11-28,False,False,False,False,,False
BEN-000081,William Wilson,Paul Lyons,Male,1969-06-08,88397-7831875-7,,Widowed,2,12000.0,88524 Guerrero Junction,Hyderabad,Sindh,PK0439539637693735,Widow & Orphan Support Program,2023-12-04,Online Portal,Active,Male,Active,1969-06-08,False,2023-12-04,False,12000.0,False,True,False,False,phone_missing,88317-7831875-7,William Wilson,Male,1969-06-08,"88524 Guerrero Junction, Hyderabad",2016-02-22,Expired,BEN-000081,Male,1969-06-08,False,2016-02-22,False,False,False,False,,True
BEN-000082,Dr. Jennifer Lamb,Russell Vargas,Female,1985-11-03,60934-6383711-8,0300-3586953,Widowed,8,8000.0,116 Henson Port Suite 159,Sibi,Balochistan,PK9853402828707458,Elderly Pension Program,2023-06-11,NGO Referral,Suspended,Female,Suspended,1985-11-03,False,2023-06-11,False,8000.0,False,False,False,False,,60934-6383711-8,Dr.  Jennifer  Lamb,Female,03-11-1985,,2018-04-03,Active,BEN-000082,Female,1985-11-03,False,2018-04-03,False,True,False,False,address_missing,False
BEN-000083,Meghan Foster,Aaron Edwards,Female,1980-05-15,70517-5190319-1,0300-9023397,Widowed,6,12000.0,41463 Karen Circles Suite 126,Sibi,Balochistan,PK4848468560027084,Elderly Pension Program,2025-03-07,Mobile Registration Van,Active,Female,Active,1980-05-15,False,2025-03-07,False,12000.0,False,False,False,False,,70517-5190319-1,Meghan Foster,Female,1980-05-15,"Balochistan, Sibi, 41463 Karen Circles Suite 126",2015-11-03,Active,BEN-000083,Female,1980-05-15,False,2015-11-03,False,False,False,False,,False
BEN-000084,GREGORY CRUZ,Mark Jackson,Male,1999-12-26,73522-5530593-2,0300-5974629,Single,3,-5000.0,32521 Powers Terrace,Lahore,Punjab,PK3649327069970275,Elderly Pension Program,2022-04-03,Online Portal,Active,Male,Active,1999-12-26,False,2022-04-03,False,,True,False,False,False,income_flag,73522-5530593-2,Gregory Cruz  ,Male,1999-12-26,"32521 Powers Terrace, Lahore",2024-09-22,Active,BEN-000084,Male,1999-12-26,False,2024-09-22,False,False,False,False,,False
BEN-000085,Nichole Wells,Clayton Scott,FEMALE,1941-05-20,15735-8957455-0,0302-0374548,Divorced,7,0.0,026 Marco Unions,Rawalpindi,Punjab,PK9327498547739634,Cash Transfer Program,2022-09-06,In-Person Center,Actve,Female,Active,1941-05-20,False,2022-09-06,False,0.0,False,False,False,False,,15735-8957455-0,Nichole Wells,Female,20-05-1941,,2021-01-01,Active,BEN-000085,Female,1941-05-20,False,2021-01-01,False,True,False,False,address_missing,False
BEN-000086,Edwin Riggs,Kevin Allen,Male,26/03/1992,14672-8878531-8,0300-7027334,Divorced,3,,9810 Crawford Well,Lahore,Punjab,PK5912122632735162,Disability Support Program,2021-08-20,In-Person Center,ACTIVE,Male,Active,1992-03-26,False,2021-08-20,False,,True,False,False,False,income_flag,14672-8878531-8,Edwin Riggs,Male,1992-03-26,"Punjab, Lahore, 9810 Crawford Well",2012-09-02,Active,BEN-000086,Male,1992-03-26,False,2012-09-02,False,False,False,False,,False
BEN-000087,Tammy Williams,Roger Stanley,Female,1994-12-16,02983-9713293-5,0302-4187683,Married,2,12000.0,9215 Todd Mission Suite 773,Karachi,Sindh,PK1427317685841570,Elderly Pension Program,2021-04-16,Online Portal,Active,Female,Active,1994-12-16,False,2021-04-16,False,12000.0,False,False,False,False,,02983-9713293-5,Tammy Williams,Female,1994-12-16,"9215 Todd Mission Suite 773, Karachi",2015-02-10,Active,BEN-000087,Female,1994-12-16,False,2015-02-10,False,False,False,False,,False
BEN-000088,Erik Ibarra,Robert Mathews,Male,1943-08-27,61589-9836809-4,0345-0098799,Single,5,12000.0,699 Sparks Spur,Sukkur,Sindh,PK9873512120354120,Disability Support Program,2022-12-04,Mobile Registration Van,Suspended,Male,Suspended,1943-08-27,False,2022-12-04,False,12000.0,False,False,False,False,,61589-9836809-4,Erik  Ibarra,Male,1943-08-27,"699 Sparks Spur, Sukkur, Sindh",2024-03-13,Active,BEN-000088,Male,1943-08-27,False,2024-03-13,False,False,False,False,,False
BEN-000089,Timothy Smith,Christopher Roberts,male,1994-06-14,28667-7497109-1,0310-7670762,Single,7,15000.0,253 Kim Islands Apt. 956,Quetta,Balochistan,PK3509540144269748,Flood Relief Assistance,2023-10-11,Online Portal,Active,Male,Active,1994-06-14,False,2023-10-11,False,15000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000090,Michael  Hernandez,Kyle Bryan,M,1948-08-20,09523-7289733-7,0310-0423901,Married,3,8000.0,50907 Jesus Isle,Larkana,Sindh,PK0217392483838220,Cash Transfer Program,2024-06-19,In-Person Center,Inactive,Male,Inactive,1948-08-20,False,2024-06-19,False,8000.0,False,False,False,False,,09523-7289733-7,Michael Hernandez,Male,1948-08-20,"Sindh, Larkana, 50907 Jesus Isle",2020-12-26,Active,BEN-000090,Male,1948-08-20,False,2020-12-26,False,False,False,False,,False
BEN-000091,Molly Giles  ,Joshua Nelson,Female,1995-06-01,55993-6176299-2,0303-8302381,Single,-1,0.0,5282 Todd Brook,Abbottabad,Khyber Pakhtunkhwa,PK3617814818715306,Widow & Orphan Support Program,2022-07-10,Online Portal,Active,Female,Active,1995-06-01,False,2022-07-10,False,0.0,False,False,False,False,,55993-6176299-2,Molly Giles,Female,1995-06-01,"Khyber Pakhtunkhwa, Abbottabad, 5282 Todd Brook",2012-08-22,Expired,BEN-000091,Female,1995-06-01,False,2012-08-22,False,False,False,False,,False
BEN-000092,Melissa Duncan,Joel Hawkins,Female,1995-12-25,55188-9490603-4,0303-5164913,Married,6,-5000.0,422 Snyder Row,Mardan,Khyber Pakhtunkhwa,PK2881260508738247,Cash Transfer Program,2021-08-18,NGO Referral,Inactive,Female,Inactive,1995-12-25,False,2021-08-18,False,,True,False,False,False,income_flag,55188-9490603-4,Melissa Duncan,Female,1995-12-25,"Khyber Pakhtunkhwa, Mardan, 422 Snyder Row",2020-03-26,Active,BEN-000092,Female,1995-12-25,False,2020-03-26,False,False,False,False,,False
BEN-000093,Diamond Richardson,James Thompson,Female,2007-01-03,23880-7804027-6,0320-7443166,Married,5,25000.0,5047 Norris Shoal,  Abbottabad,Khyber Pakhtunkhwa,PK1744379402925554,Disability Support Program,2025-04-11,Online Portal,Active,Female,Active,2007-01-03,False,2025-04-11,False,25000.0,False,False,False,False,,23880-7804027-6,Diamond Richardson,Female,2007-01-03,"5047 Norris Shoal, Abbottabad, Khyber Pakhtunkhwa",2012-12-23,Active,BEN-000093,Female,2007-01-03,False,2012-12-23,False,False,False,False,,False
BEN-000094,Dylan Morgan,Andrew Stevens,Male,1974-08-02,17575-5067680-0,0310-7064550,Divorced,1,5000.0,7994 Christopher Extension Suite 377,Sialkot,Punjab,PK5091768783669102,Widow & Orphan Support Program,2019-04-22,In-Person Center,Inactive,Male,Inactive,1974-08-02,False,2019-04-22,False,5000.0,False,False,False,False,,17575-5067680-0,Dylan Morgan,Male,1974-08-02,"7994 Christopher Extension Suite 377, Sialkot, Punjab",2019-01-30,Active,BEN-000094,Male,1974-08-02,False,2019-01-30,False,False,False,False,,False
